Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Label
35,Joseph,Nelson,59,Female,Address_35,Seattle,19458794888,joseph.nelson@kag.com,Current,2245.28,1/5/2002,7/14/2023,35,1/23/2023,Transfer,1150.42,3395.7,0
36,Timothy,Rodriguez,42,Female,Address_36,Portland,19458794889,timothy.rodriguez@kag.com,Current,8808.55,7/8/2009,8/18/2023,36,8/12/2023,Withdrawal,3479.88,12288.43,0
37,Amanda,Campbell,33,Other,Address_37,Mesa,19458794890,amanda.campbell@kag.com,Current,6279.42,7/28/2008,4/6/2023,37,5/2/2023,Withdrawal,1259.84,5019.58,0
38,Michael,Allen,34,Other,Address_38,El Paso,19458794891,michael.allen@kag.com,Current,1446.62,5/16/2002,8/6/2023,38,8/11/2023,Withdrawal,1069.87,2516.49,0
39,Paul,Allen,45,Other,Address_39,Albuquerque,19458794892,paul.allen@kag.com,Savings,5749.42,7/20/2008,1/4/2023,39,8/18/2023,Transfer,1263.27,4486.15,0
40,John,Jackson,56,Other,Address_40,Jacksonville,19458794893,john.jackson@kag.com,Savings,5152.67,1/13/2020,1/5/2023,40,1/17/2023,Withdrawal,2346.81,2805.86,0
41,Charles,Williams,60,Other,Address_41,Austin,19458794894,charles.williams@kag.com,Current,4767.41,8/13/2018,2/15/2023,41,10/12/2023,Transfer,739.94,4027.47,0
42,David,Martinez,66,Other,Address_42,Kansas City,19458794895,david.martinez@kag.com,Current,3713.26,10/29/2015,11/27/2023,42,1/2/2023,Transfer,542.0,3171.26,0
43,Joshua,Flores,22,Other,Address_43,Philadelphia,19458794896,joshua.flores@kag.com,Current,4794.63,6/23/2006,5/6/2023,43,9/24/2023,Withdrawal,3786.14,1008.49,0
,Karen,Hernandez,,Other,740 Michael Walks Apt. 586,Fresno,19458794897,karen.campbell@kag.com,,5901.51,3/21/2010,5/17/2023,44,1/16/2023,Transfer,126.28,5775.23,1
45,Patricia,Adams,20,Other,Address_45,Mesa,19458794898,patricia.adams@kag.com,Savings,7362.34,5/3/2001,5/16/2023,45,12/3/2023,Withdrawal,1933.57,5428.77,0
46,Matthew,Smith,65,Other,Address_46,Atlanta,19458794899,matthew.smith@kag.com,Savings,9186.97,6/2/2005,11/10/2023,46,1/21/2023,Transfer,1986.21,7200.76,0
47,Susan,Lewis,41,Other,Address_47,San Francisco,19458794900,susan.lewis@kag.com,Current,539.4,12/11/2005,12/25/2023,47,9/8/2023,Transfer,4466.28,-3926.88,0
48,Stephanie,Roberts,46,Male,Address_48,Omaha,19458794901,stephanie.roberts@kag.com,Current,5736.51,6/20/2012,11/15/2023,48,10/4/2023,Withdrawal,3874.71,9611.22,0
49,David,King,32,Female,Address_49,Omaha,19458794902,david.king@kag.com,Current,7544.54,1/30/2021,7/8/2023,49,1/6/2023,Transfer,2558.28,10102.82,0
50,Sandra,Gonzalez,21,Female,Address_50,Fort Worth,19458794903,sandra.gonzalez@kag.com,Current,1243.99,3/2/2022,5/23/2023,50,10/29/2023,Transfer,2404.27,3648.26,0
51,Mary,Smith,61,Other,Address_51,Nashville,19458794904,mary.smith@kag.com,Current,9123.83,9/7/2021,3/14/2023,51,8/25/2023,Withdrawal,2832.35,6291.48,0
52,Sarah,King,18,Other,Address_52,Omaha,19458794905,sarah.king@kag.com,Current,2525.4,10/25/2015,6/27/2023,52,1/23/2023,Deposit,1795.56,4320.96,0
53,Betty,Lewis,66,Male,Address_53,Denver,19458794906,betty.lewis@kag.com,Current,8349.99,6/3/2020,12/16/2023,53,11/10/2023,Withdrawal,3506.88,4843.11,0
54,Timothy,Mitchell,32,Other,Address_54,Chicago,19458794907,timothy.mitchell@kag.com,Savings,6653.87,5/28/2014,8/14/2023,54,7/4/2023,Deposit,3433.5,3220.37,0
55,John,Campbell,41,Male,Address_55,Seattle,19458794908,john.campbell@kag.com,Savings,5639.51,1/24/2013,10/5/2023,55,8/12/2023,Transfer,2877.53,2761.98,0
56,Amanda,Gonzalez,69,Female,Address_56,Denver,19458794909,amanda.gonzalez@kag.com,Savings,8705.5,5/17/2007,8/26/2023,56,2/8/2023,Deposit,297.89,8407.61,0
57,Linda,Mitchell,48,Female,Address_57,Philadelphia,19458794910,linda.mitchell@kag.com,Current,9695.42,11/30/2022,4/4/2023,57,1/31/2023,Withdrawal,642.92,10338.34,0
58,Timothy,Carter,37,Other,Address_58,Indianapolis,19458794911,timothy.carter@kag.com,Savings,9971.6,2/16/2021,11/26/2023,58,1/2/2023,Transfer,205.99,9765.61,0
59,Andrew,Lewis,27,Male,Address_59,San Diego,19458794912,andrew.lewis@kag.com,Current,6864.48,9/5/2012,7/16/2023,59,12/8/2023,Deposit,3595.39,3269.09,0
60,Susan,Hill,28,Male,Address_60,Seattle,19458794913,susan.hill@kag.com,Current,3457.4,8/22/2004,3/5/2023,60,6/14/2023,Withdrawal,2393.22,1064.18,0
61,Thomas,White,35,Female,Address_61,Colorado Springs,19458794914,thomas.white@kag.com,Current,8759.52,1/6/2009,5/30/2023,61,10/27/2023,Deposit,4775.36,13534.88,0
62,Margaret,Sanchez,51,Female,Address_62,Fort Worth,19458794915,margaret.sanchez@kag.com,Savings,6578.05,6/25/2004,5/21/2023,62,5/7/2023,Withdrawal,4762.12,1815.93,0
63,Stephanie,Taylor,45,Male,Address_63,Jacksonville,19458794916,stephanie.taylor@kag.com,Savings,3300.96,12/15/2007,8/19/2023,63,11/15/2023,Transfer,3992.87,-691.91,0
64,Michelle,Miller,55,Male,Address_64,San Antonio,19458794917,michelle.miller@kag.com,Current,9330.41,11/9/2012,9/2/2023,64,3/16/2023,Withdrawal,2220.81,7109.6,0
65,Patricia,Gonzalez,33,Female,Address_65,New York,19458794918,patricia.gonzalez@kag.com,Savings,7501.74,7/17/2009,10/30/2023,65,11/5/2023,Deposit,1588.59,5913.15,0
66,Mary,Jones,41,Male,Address_66,Mesa,19458794919,mary.jones@kag.com,Savings,4583.0,2/11/2020,12/13/2023,66,3/17/2023,Transfer,1012.86,5595.86,0
67,Jennifer,Sanchez,56,Female,Address_67,Nashville,19458794920,jennifer.sanchez@kag.com,Savings,4599.46,10/4/2016,10/4/2023,67,12/16/2023,Transfer,1170.15,5769.61,0
68,Carol,Carter,68,Male,Address_68,Atlanta,19458794921,carol.carter@kag.com,Savings,9959.69,2/6/2022,1/31/2023,68,10/2/2023,Withdrawal,4951.69,14911.38,0
69,Patricia,Williams,29,Other,Address_69,Las Vegas,19458794922,patricia.williams@kag.com,Current,3799.72,6/19/2013,2/7/2023,69,10/28/2023,Transfer,2656.44,6456.16,0
70,,Miller,67,,Address_70,Taylorshire,19458794923,christopherkrause@example.org,Current,,5/29/2020,2/8/2023,70,8/23/2023,Deposit,71.14,1102.54,1
71,Karen,Carter,59,Male,Address_71,San Antonio,19458794924,karen.carter@kag.com,Savings,5431.76,4/11/2020,6/13/2023,71,2/24/2023,Transfer,231.02,5200.74,0
72,Sandra,Hill,24,Female,Address_72,San Francisco,19458794925,sandra.hill@kag.com,Savings,8860.06,12/25/2002,12/22/2023,72,7/18/2023,Withdrawal,2299.24,6560.82,0
73,Amanda,Smith,53,Male,Address_73,Memphis,19458794926,amanda.smith@kag.com,Savings,5886.75,10/12/2018,9/24/2023,73,1/29/2023,Withdrawal,2222.97,3663.78,0
74,Kimberly,Carter,34,Other,Address_74,Baltimore,19458794927,kimberly.carter@kag.com,Current,7951.57,9/29/2010,3/10/2023,74,10/31/2023,Transfer,2033.74,9985.31,0
75,Elizabeth,Taylor,66,Other,Address_75,San Antonio,19458794928,elizabeth.taylor@kag.com,Savings,643.16,9/23/2016,10/17/2023,75,11/24/2023,Deposit,4119.78,4762.94,0
76,Margaret,Nelson,21,Other,Address_76,Tucson,19458794929,margaret.nelson@kag.com,Current,6766.61,1/1/2005,8/17/2023,76,3/4/2023,Transfer,3518.75,3247.86,0
77,Susan,Harris,54,Female,Address_77,San Antonio,19458794930,susan.harris@kag.com,Savings,884.02,3/21/2019,9/18/2023,77,5/29/2023,Transfer,546.01,1430.03,0
78,Donald,Williams,50,Other,Address_78,Las Vegas,19458794931,donald.williams@kag.com,Savings,5607.93,10/15/2013,1/20/2023,78,11/9/2023,Withdrawal,1819.77,3788.16,0
79,Deborah,Anderson,36,Female,Address_79,Austin,19458794932,deborah.anderson@kag.com,Current,5027.9,11/4/2014,3/4/2023,79,9/26/2023,Transfer,2987.43,2040.47,0
80,Joseph,Lewis,43,Other,Address_80,Dallas,19458794933,joseph.lewis@kag.com,Current,9461.48,2/24/2002,10/28/2023,80,6/4/2023,Deposit,1918.62,11380.1,0
81,Linda,Mayer,,Female,Address_81,,19458794934,linda.nelson@kag.com,Current,1411.4,,6/19/2023,81,,Deposit,1049.44,361.96,1
82,Susan,Young,48,Other,Address_82,Sacramento,19458794935,susan.young@kag.com,Current,193.96,10/11/2010,1/13/2023,82,12/10/2023,Deposit,3143.98,-2950.02,0
83,Daniel,Sanchez,18,Male,Address_83,Houston,19458794936,daniel.sanchez@kag.com,Savings,1459.81,5/16/2008,5/17/2023,83,4/15/2023,Deposit,3015.22,4475.03,0
84,Michelle,Thomas,57,Male,Address_84,Mesa,19458794937,michelle.thomas@kag.com,Current,1789.99,7/6/2015,8/12/2023,84,9/22/2023,Deposit,4873.3,-3083.31,0
85,Charles,Livingston,,Female,Address_85,Louisville,,charles.harris@kag.com,Current,2584.02,1/10/2010,4/4/2023,85,3/15/2023,Transfer,2061.98356168738,-225.72,1
86,Jessica,Ramirez,46,Other,Address_86,San Jose,19458794939,jessica.ramirez@kag.com,Current,8169.38,6/2/2018,6/26/2023,86,3/16/2023,Deposit,4372.74,3796.64,0
87,Brian,Rodriguez,42,Other,Address_87,El Paso,19458794940,brian.rodriguez@kag.com,Savings,3831.12,4/12/2013,12/14/2023,87,4/7/2023,Deposit,4746.49,8577.61,0
88,Karen,Smith,64,Male,Address_88,Denver,19458794941,karen.smith@kag.com,Current,8423.5,10/19/2015,12/23/2023,88,8/29/2023,Transfer,2179.57,10603.07,0
89,Timothy,Lewis,66,Other,Address_89,Atlanta,19458794942,timothy.lewis@kag.com,Savings,2792.15,7/2/2021,6/5/2023,89,5/19/2023,Transfer,273.94,3066.09,0
90,Nancy,Perez,35,Other,Address_90,Colorado Springs,19458794943,nancy.perez@kag.com,Savings,8619.36,6/22/2022,5/1/2023,90,4/19/2023,Deposit,726.04,7893.32,0
91,Sandra,Thomas,20,Female,Address_91,Las Vegas,,sandra.thomas@kag.com,Current,180.1,,6/20/2023,91,1/28/2023,Deposit,2025.0771358276809,2704.91,1
92,Matthew,Green,35,Male,Address_92,Indianapolis,19458794945,matthew.green@kag.com,Savings,9351.9,3/12/2022,7/17/2023,92,4/12/2023,Withdrawal,4465.86,4886.04,0
93,Brian,Baker,24,Other,Address_93,Tucson,19458794946,brian.baker@kag.com,Current,7485.89,11/29/2002,6/18/2023,93,12/16/2023,Deposit,3274.12,10760.01,0
94,Kenneth,Green,45,Other,Address_94,Fort Worth,19458794947,kenneth.green@kag.com,Savings,4186.03,7/4/2002,6/21/2023,94,4/29/2023,Deposit,1015.39,3170.64,0
95,Mark,Miller,34,Female,Address_95,Fresno,19458794948,mark.miller@kag.com,Savings,5815.62,8/18/2004,6/6/2023,95,3/13/2023,Withdrawal,3508.21,9323.83,0
96,Joseph,Wilson,42,Female,Address_96,San Antonio,19458794949,joseph.wilson@kag.com,Current,9336.87,12/24/2016,11/20/2023,96,1/27/2023,Transfer,4472.15,13809.02,0
97,Brian,Lewis,35,Female,Address_97,Austin,19458794950,brian.lewis@kag.com,Current,5867.35,3/24/2008,7/29/2023,97,5/30/2023,Transfer,160.83,5706.52,0
98,James,Jackson,69,Female,Address_98,Milwaukee,19458794951,james.jackson@kag.com,Savings,2362.83,12/21/2013,10/8/2023,98,6/19/2023,Transfer,1221.63,3584.46,0
99,Matthew,Jackson,57,Other,Address_99,Memphis,19458794952,matthew.jackson@kag.com,Current,5771.45,4/24/2009,7/15/2023,99,6/9/2023,Deposit,774.37,6545.82,0
100,John,Johnson,60,Other,Address_100,San Jose,19458794953,john.johnson@kag.com,Current,8727.33,10/15/2004,9/27/2023,100,5/22/2023,Withdrawal,3922.67,12650.0,0
101,David,Green,20,Other,Address_101,Milwaukee,,david.green@kag.com,Savings,9875.75,5/5/2020,7/6/2023,101,6/3/2023,Withdrawal,51.11373901327306,,1
102,Nancy,Hall,42,Female,Address_102,Los Angeles,19458794955,nancy.hall@kag.com,Savings,5882.42,10/9/2003,3/3/2023,102,9/7/2023,Deposit,2777.24,3105.18,0
103,James,Anderson,24,Other,Address_103,Colorado Springs,19458794956,james.anderson@kag.com,Savings,1640.89,6/30/2021,5/25/2023,103,7/2/2023,Deposit,4242.53,-2601.64,0
104,Amanda,Williams,64,Male,Address_104,Charlotte,19458794957,amanda.williams@kag.com,Current,7740.35,6/24/2006,8/14/2023,104,7/22/2023,Deposit,3288.12,4452.23,0
105,Linda,Hernandez,27,Male,Address_105,Austin,19458794958,linda.hernandez@kag.com,Savings,9969.42,3/9/2013,4/27/2023,105,3/12/2023,Deposit,3286.93,6682.49,0
106,Nancy,Rivera,61,Other,Address_106,Fresno,19458794959,nancy.rivera@kag.com,Current,4789.0,12/4/2002,7/25/2023,106,7/2/2023,Transfer,2902.74,1886.26,0
107,William,Robinson,61,Female,,Colorado Springs,19458794960,william.robinson@kag.com,Savings,3898.95,12/3/2021,12/22/2023,107,11/20/1986,Withdrawal,259.59,3639.36,1
108,Thomas,Flores,68,Male,Address_108,Houston,19458794961,thomas.flores@kag.com,Current,5569.76,8/6/2006,3/7/2023,108,1/30/2023,Withdrawal,4685.52,10255.28,0
109,Linda,Moore,36,Other,Address_109,Austin,19458794962,linda.moore@kag.com,Current,1731.19,11/27/2018,10/28/2023,109,11/18/2023,Withdrawal,1785.3,3516.49,0
110,Andrew,Mitchell,32,Male,Address_110,Memphis,19458794963,andrew.mitchell@kag.com,Savings,9715.71,,11/23/2023,110,12/21/2023,Transfer,4014.86,5700.85,1
111,Andrew,Johnson,38,Male,Address_111,Los Angeles,19458794964,andrew.johnson@kag.com,Savings,8399.51,3/26/2011,1/28/2023,111,6/3/2023,Transfer,4051.82,12451.33,0
112,Steven,Young,38,Male,Address_112,Indianapolis,19458794965,steven.young@kag.com,Current,1218.61,9/22/2014,11/11/2023,112,3/30/2023,Withdrawal,4829.15,6047.76,0
113,Robert,Davis,54,Male,Address_113,Colorado Springs,19458794966,robert.davis@kag.com,Savings,9456.31,1/22/2017,9/21/2023,113,8/9/2023,Transfer,1640.23,11096.54,0
114,Carol,Perez,45,Other,Address_114,San Jose,19458794967,carol.perez@kag.com,Savings,9433.91,9/11/2012,8/9/2023,114,11/7/2023,Transfer,4987.02,4446.89,0
115,Joshua,Garcia,62,Male,Address_115,Atlanta,19458794968,joshua.garcia@kag.com,Current,3231.91,1/1/2015,1/10/2023,115,12/24/2023,Withdrawal,1509.87,1722.04,0
116,Kenneth,Lopez,49,Other,Address_116,San Francisco,19458794969,kenneth.lopez@kag.com,Current,6229.51,11/24/2013,10/4/2023,116,11/17/2023,Deposit,2262.34,8491.85,0
117,Betty,Campbell,58,Male,Address_117,Nashville,19458794970,betty.campbell@kag.com,Savings,1196.47,1/3/2001,10/18/2023,117,1/25/2023,Withdrawal,3534.19,-2337.72,0
118,John,Flores,44,Male,Address_118,Denver,19458794971,john.flores@kag.com,Savings,933.49,1/13/2014,1/4/2023,118,4/8/2023,Deposit,783.39,1716.88,0
119,David,Scott,40,Male,Address_119,San Antonio,19458794972,david.scott@kag.com,Savings,5067.77,1/26/2013,6/30/2023,119,2/11/2023,Transfer,1339.2,6406.97,0
120,Linda,Anderson,27,Other,Address_120,Kansas City,19458794973,linda.anderson@kag.com,Savings,591.81,8/30/2006,3/26/2023,120,10/27/2023,Deposit,3643.29,-3051.48,0
121,Barbara,Ramirez,57,Male,Address_121,San Diego,19458794974,barbara.ramirez@kag.com,Savings,8761.43,1/30/2013,1/25/2023,121,3/10/2023,Deposit,4872.18,13633.61,0
122,Kimberly,Carter,58,Male,Address_122,San Jose,19458794975,kimberly.carter@kag.com,Current,9288.14,1/30/2001,1/20/2023,122,12/27/2023,Deposit,3666.67,5621.47,0
123,Steven,Hall,23,Female,Address_123,Atlanta,19458794976,steven.hall@kag.com,Savings,766.33,6/23/2001,7/18/2023,123,9/21/2023,Deposit,4312.87,-3546.54,0
124,Deborah,Moore,41,Male,Address_124,Los Angeles,19458794977,deborah.moore@kag.com,Current,568.12,4/21/2007,7/18/2023,124,12/28/2023,Transfer,197.06,765.18,0
125,Daniel,Johnson,35,Female,Address_125,Austin,19458794978,daniel.johnson@kag.com,Savings,2292.04,3/16/2003,4/6/2023,125,3/4/2023,Withdrawal,2889.36,5181.4,0
126,Nancy,Gonzalez,27,Other,Address_126,Las Vegas,19458794979,nancy.gonzalez@kag.com,Savings,9306.59,7/31/2003,4/6/2023,126,7/25/2023,Withdrawal,4571.32,4735.27,0
127,Paul,Hall,32,Male,Address_127,Philadelphia,19458794980,paul.hall@kag.com,Savings,7713.24,6/6/2018,10/5/2023,127,5/28/2023,Deposit,3415.16,4298.08,0
128,Andrew,Anderson,62,Male,Address_128,Detroit,19458794981,andrew.anderson@kag.com,Current,6797.33,1/23/2010,2/18/2023,128,11/25/2023,Withdrawal,3385.55,10182.88,0
129,Amanda,Martin,60,Female,Address_129,San Antonio,19458794982,amanda.martin@kag.com,Savings,7785.84,3/10/2004,3/30/2023,129,9/12/2023,Withdrawal,1023.17,6762.67,0
130,Michelle,Lewis,51,Female,Address_130,Colorado Springs,19458794983,michelle.lewis@kag.com,Current,2074.82,2/6/2004,1/6/2023,130,9/8/2023,Withdrawal,4307.09,6381.91,0
131,Lisa,Adams,25,Male,Address_131,Denver,19458794984,lisa.adams@kag.com,Current,2640.22,6/10/2010,5/26/2023,131,9/18/2023,Withdrawal,4326.58,6966.8,0
132,Anthony,Lewis,67,Other,Address_132,Philadelphia,19458794985,anthony.lewis@kag.com,Savings,3244.52,7/20/2007,1/12/2023,132,5/9/2023,Transfer,3073.9,170.62,0
133,Andrew,Williams,52,Female,Address_133,Memphis,19458794986,,Savings,6090.15,10/15/2012,1/28/2023,133,1/11/2023,Withdrawal,2138.82,8228.97,1
134,James,Jackson,44,Male,Address_134,Colorado Springs,19458794987,james.jackson@kag.com,Savings,6121.38,9/9/2013,10/2/2023,134,1/17/2023,Deposit,4123.12,1998.26,0
135,Andrew,Williams,42,Female,Address_135,Los Angeles,19458794988,andrew.williams@kag.com,Savings,2165.22,6/16/2005,2/12/2023,135,3/9/2023,Withdrawal,2330.33,4495.55,0
136,Paul,Wilson,20,Other,Address_136,Denver,19458794989,paul.wilson@kag.com,Current,4423.6,6/5/2001,4/9/2023,136,1/5/2023,Transfer,4114.85,8538.45,0
137,Timothy,Flores,38,Female,Address_137,Houston,19458794990,timothy.flores@kag.com,Current,6931.2,2/23/2008,5/23/2023,137,7/25/2023,Withdrawal,2429.73,9360.93,0
138,Susan,Brown,56,Male,Address_138,Philadelphia,19458794991,susan.brown@kag.com,Savings,3165.23,7/7/2020,10/19/2023,138,3/23/2023,Deposit,2903.17,6068.4,0
139,Michael,Hernandez,49,Female,Address_139,Atlanta,19458794992,michael.hernandez@kag.com,Current,847.22,11/5/2020,4/7/2023,139,3/8/2023,Transfer,3742.63,4589.85,0
140,James,Walker,67,Other,Address_140,Louisville,19458794993,james.walker@kag.com,Savings,2054.16,1/21/2016,3/26/2023,140,9/2/2023,Withdrawal,1332.32,721.84,0
141,Robert,Nelson,38,Male,Address_141,Baltimore,19458794994,robert.nelson@kag.com,Current,1730.88,4/4/2013,10/25/2023,141,9/24/2023,Deposit,1241.76,2972.64,0
142,Sandra,Young,26,Male,Address_142,San Antonio,19458794995,sandra.young@kag.com,Savings,6356.23,3/2/2003,4/1/2023,142,8/27/2023,Deposit,3342.53,9698.76,0
143,Susan,Clark,67,Male,Address_143,Dallas,19458794996,susan.clark@kag.com,Savings,778.63,5/2/2021,10/28/2023,143,8/19/2023,Deposit,4770.03,-3991.4,0
144,Joshua,Robinson,18,Male,Address_144,Boston,19458794997,joshua.robinson@kag.com,Current,8859.02,10/15/2001,1/30/2023,144,8/16/2023,Withdrawal,2235.71,6623.31,0
145,Ann,,21,Other,Address_145,Tucson,19458794998,,Current,935.43,2/21/2007,10/22/2023,,6/2/2023,Transfer,4492.03,5427.46,1
146,David,Johnson,21,Male,Address_146,New York,19458794999,david.johnson@kag.com,Current,6019.31,5/6/2013,6/23/2023,146,2/11/2023,Withdrawal,2595.75,3423.56,0
147,Joseph,Carter,66,Other,Address_147,Philadelphia,19458795000,joseph.carter@kag.com,Savings,9302.37,11/11/2022,7/5/2023,147,10/18/2023,Transfer,4869.92,14172.29,0
148,Joseph,Rodriguez,43,Other,Address_148,Seattle,19458795001,joseph.rodriguez@kag.com,Current,717.99,6/15/2019,1/30/2023,148,3/20/2023,Transfer,3962.32,-3244.33,0
149,Sandra,Ramirez,51,Female,Address_149,Jacksonville,19458795002,sandra.ramirez@kag.com,Savings,3892.74,5/17/2000,9/8/2023,149,2/28/2023,Deposit,4299.19,-406.45,0
